,Mg-glutamate,k-glutamate,Sodium oxalate,3-PGA,NTP,NAD,Folinic acid,Spermidine,tRNA,Amino acids,Extract,HEPES,GOI-DNA,GFP-DNA
20,4.16,213.00000000000003,0.8400000000000001,0.0,0.9000000000000001,6.0,0.0,0.52,1.6,0.1,2.0,12.0,50.0,50.0
21,4.16,142.0,0.42000000000000004,0.0,1.2000000000000002,18.000000000000004,0.12000000000000002,1.04,0.8,0.2,6.000000000000001,0.0,50.0,50.0
22,6.240000000000001,0.0,1.6800000000000002,24.0,0.9000000000000001,24.0,0.12000000000000002,0.7800000000000001,0.4,0.4,0.0,6.0,50.0,50.0
23,8.32,213.00000000000003,0.0,12.0,0.6000000000000001,24.0,0.04000000000000001,1.04,0.4,0.30000000000000004,8.0,18.000000000000004,50.0,50.0
24,0.0,71.0,1.2600000000000002,12.0,0.30000000000000004,0.0,0.04000000000000001,0.7800000000000001,0.8,0.1,8.0,18.000000000000004,50.0,50.0
25,2.08,0.0,0.0,24.0,0.6000000000000001,18.000000000000004,0.0,0.52,0.8,0.0,2.0,18.000000000000004,50.0,50.0
26,4.16,71.0,1.2600000000000002,6.0,0.6000000000000001,24.0,0.04000000000000001,0.0,1.6,0.30000000000000004,4.0,24.0,50.0,50.0
27,2.08,142.0,1.2600000000000002,24.0,0.9000000000000001,12.0,0.12000000000000002,0.52,0.0,0.0,4.0,0.0,50.0,50.0
28,2.08,71.0,1.2600000000000002,12.0,0.6000000000000001,0.0,0.16000000000000003,1.04,1.6,0.30000000000000004,0.0,18.000000000000004,50.0,50.0
29,8.32,213.00000000000003,1.6800000000000002,6.0,0.0,6.0,0.08000000000000002,0.26,1.2000000000000002,0.4,6.000000000000001,18.000000000000004,50.0,50.0
30,4.16,284.0,1.6800000000000002,18.000000000000004,0.6000000000000001,12.0,0.12000000000000002,0.52,1.2000000000000002,0.30000000000000004,2.0,0.0,50.0,50.0
31,6.240000000000001,71.0,0.8400000000000001,12.0,1.2000000000000002,24.0,0.04000000000000001,0.52,1.6,0.0,2.0,6.0,50.0,50.0
32,6.240000000000001,0.0,0.0,0.0,0.9000000000000001,6.0,0.08000000000000002,1.04,1.2000000000000002,0.4,4.0,0.0,50.0,50.0
33,4.16,0.0,1.2600000000000002,12.0,0.6000000000000001,24.0,0.08000000000000002,1.04,1.2000000000000002,0.0,2.0,0.0,50.0,50.0
34,0.0,284.0,1.2600000000000002,12.0,0.6000000000000001,6.0,0.16000000000000003,0.7800000000000001,1.2000000000000002,0.30000000000000004,6.000000000000001,24.0,50.0,50.0
35,8.32,0.0,0.42000000000000004,6.0,0.9000000000000001,0.0,0.08000000000000002,0.52,0.0,0.4,0.0,24.0,50.0,50.0
36,6.240000000000001,284.0,0.0,18.000000000000004,1.2000000000000002,24.0,0.04000000000000001,1.04,0.0,0.2,6.000000000000001,6.0,50.0,50.0
37,8.32,0.0,0.8400000000000001,24.0,0.0,18.000000000000004,0.08000000000000002,1.04,0.0,0.30000000000000004,8.0,6.0,50.0,50.0
38,6.240000000000001,0.0,1.6800000000000002,6.0,1.2000000000000002,18.000000000000004,0.08000000000000002,0.52,0.4,0.4,4.0,12.0,50.0,50.0
39,4.16,284.0,0.42000000000000004,0.0,1.2000000000000002,12.0,0.16000000000000003,0.0,1.6,0.4,2.0,12.0,50.0,50.0
40,0.0,213.00000000000003,1.6800000000000002,6.0,0.0,12.0,0.04000000000000001,0.7800000000000001,1.6,0.1,0.0,12.0,50.0,50.0
41,0.0,284.0,1.2600000000000002,6.0,0.0,12.0,0.0,1.04,0.8,0.0,0.0,6.0,50.0,50.0
42,6.240000000000001,284.0,1.2600000000000002,12.0,1.2000000000000002,6.0,0.12000000000000002,1.04,0.0,0.0,0.0,0.0,50.0,50.0
43,4.16,142.0,0.8400000000000001,12.0,0.6000000000000001,0.0,0.04000000000000001,0.26,1.6,0.1,6.000000000000001,6.0,50.0,50.0
44,6.240000000000001,0.0,0.42000000000000004,0.0,0.9000000000000001,6.0,0.12000000000000002,0.0,0.4,0.1,4.0,0.0,50.0,50.0
45,6.240000000000001,0.0,0.42000000000000004,24.0,0.0,0.0,0.0,0.7800000000000001,0.4,0.0,6.000000000000001,0.0,50.0,50.0
46,4.16,0.0,0.0,18.000000000000004,0.30000000000000004,6.0,0.04000000000000001,0.52,0.8,0.2,8.0,24.0,50.0,50.0
47,6.240000000000001,0.0,0.42000000000000004,0.0,0.9000000000000001,24.0,0.0,0.7800000000000001,0.4,0.4,2.0,0.0,50.0,50.0
48,8.32,71.0,0.42000000000000004,6.0,0.30000000000000004,6.0,0.0,0.26,0.8,0.0,8.0,24.0,50.0,50.0
49,6.240000000000001,0.0,0.42000000000000004,12.0,0.30000000000000004,0.0,0.0,0.0,1.6,0.1,0.0,0.0,50.0,50.0
50,8.32,213.00000000000003,0.8400000000000001,6.0,0.0,24.0,0.04000000000000001,0.0,0.4,0.2,0.0,24.0,50.0,50.0
51,4.16,142.0,0.8400000000000001,6.0,0.9000000000000001,18.000000000000004,0.12000000000000002,1.04,0.0,0.2,4.0,18.000000000000004,50.0,50.0
52,6.240000000000001,142.0,0.8400000000000001,24.0,1.2000000000000002,18.000000000000004,0.08000000000000002,0.0,0.4,0.2,6.000000000000001,12.0,50.0,50.0
53,8.32,71.0,0.8400000000000001,0.0,0.0,24.0,0.04000000000000001,0.26,1.6,0.1,4.0,6.0,50.0,50.0
54,2.08,71.0,1.2600000000000002,18.000000000000004,0.9000000000000001,24.0,0.0,0.7800000000000001,0.8,0.1,2.0,18.000000000000004,50.0,50.0
55,0.0,0.0,0.8400000000000001,24.0,0.0,6.0,0.08000000000000002,1.04,0.8,0.30000000000000004,8.0,18.000000000000004,50.0,50.0
56,6.240000000000001,142.0,1.2600000000000002,18.000000000000004,0.30000000000000004,18.000000000000004,0.08000000000000002,0.7800000000000001,0.0,0.4,4.0,6.0,50.0,50.0
57,8.32,0.0,1.2600000000000002,0.0,0.30000000000000004,18.000000000000004,0.0,0.0,1.2000000000000002,0.4,2.0,18.000000000000004,50.0,50.0
58,2.08,284.0,0.0,0.0,0.30000000000000004,24.0,0.16000000000000003,0.26,1.6,0.1,6.000000000000001,18.000000000000004,50.0,50.0
59,2.08,284.0,0.8400000000000001,18.000000000000004,0.9000000000000001,12.0,0.16000000000000003,0.26,1.6,0.2,2.0,18.000000000000004,50.0,50.0
60,4.16,0.0,0.42000000000000004,12.0,0.30000000000000004,6.0,0.08000000000000002,0.0,1.2000000000000002,0.0,4.0,0.0,50.0,50.0
61,0.0,0.0,1.2600000000000002,6.0,0.0,18.000000000000004,0.04000000000000001,0.7800000000000001,0.8,0.1,4.0,12.0,50.0,50.0
62,6.240000000000001,213.00000000000003,0.0,12.0,1.2000000000000002,18.000000000000004,0.08000000000000002,0.52,1.2000000000000002,0.0,8.0,18.000000000000004,50.0,50.0
63,0.0,142.0,1.2600000000000002,0.0,0.6000000000000001,18.000000000000004,0.16000000000000003,1.04,0.8,0.1,2.0,0.0,50.0,50.0
64,0.0,71.0,0.0,18.000000000000004,0.6000000000000001,18.000000000000004,0.0,0.0,1.2000000000000002,0.1,8.0,6.0,50.0,50.0
65,2.08,284.0,0.8400000000000001,18.000000000000004,0.30000000000000004,0.0,0.04000000000000001,0.0,1.2000000000000002,0.4,2.0,6.0,50.0,50.0
66,8.32,0.0,0.42000000000000004,0.0,0.30000000000000004,6.0,0.16000000000000003,0.52,1.6,0.2,2.0,18.000000000000004,50.0,50.0
67,6.240000000000001,142.0,1.6800000000000002,24.0,0.6000000000000001,6.0,0.04000000000000001,1.04,1.6,0.0,8.0,0.0,50.0,50.0
68,6.240000000000001,213.00000000000003,0.0,0.0,0.9000000000000001,0.0,0.16000000000000003,0.52,0.4,0.0,8.0,24.0,50.0,50.0
69,0.0,213.00000000000003,0.0,24.0,0.30000000000000004,24.0,0.04000000000000001,0.52,0.0,0.2,0.0,6.0,50.0,50.0
70,6.240000000000001,213.00000000000003,0.0,0.0,0.6000000000000001,12.0,0.0,0.0,0.0,0.2,2.0,24.0,50.0,50.0
71,8.32,71.0,1.6800000000000002,0.0,1.2000000000000002,6.0,0.12000000000000002,0.26,1.6,0.2,0.0,12.0,50.0,50.0
72,0.0,0.0,0.8400000000000001,18.000000000000004,0.30000000000000004,0.0,0.16000000000000003,0.0,1.2000000000000002,0.1,4.0,0.0,50.0,50.0
73,4.16,142.0,1.6800000000000002,24.0,0.0,18.000000000000004,0.04000000000000001,1.04,1.2000000000000002,0.30000000000000004,8.0,6.0,50.0,50.0
74,8.32,213.00000000000003,0.8400000000000001,18.000000000000004,0.6000000000000001,0.0,0.12000000000000002,0.7800000000000001,0.8,0.2,4.0,12.0,50.0,50.0
75,0.0,142.0,1.2600000000000002,18.000000000000004,0.0,12.0,0.12000000000000002,1.04,0.0,0.0,6.000000000000001,6.0,50.0,50.0
76,0.0,142.0,0.42000000000000004,12.0,0.9000000000000001,0.0,0.12000000000000002,0.7800000000000001,0.4,0.2,8.0,12.0,50.0,50.0
77,8.32,213.00000000000003,1.2600000000000002,24.0,0.0,12.0,0.16000000000000003,0.0,0.8,0.4,0.0,0.0,50.0,50.0
78,2.08,142.0,1.2600000000000002,0.0,0.30000000000000004,18.000000000000004,0.12000000000000002,0.26,0.4,0.4,6.000000000000001,0.0,50.0,50.0
79,8.32,142.0,1.6800000000000002,24.0,1.2000000000000002,12.0,0.0,1.04,0.0,0.30000000000000004,4.0,18.000000000000004,50.0,50.0
80,2.08,142.0,0.8400000000000001,18.000000000000004,1.2000000000000002,0.0,0.12000000000000002,0.7800000000000001,1.2000000000000002,0.1,6.000000000000001,12.0,50.0,50.0
81,2.08,71.0,1.6800000000000002,6.0,0.0,18.000000000000004,0.08000000000000002,0.52,1.2000000000000002,0.4,0.0,24.0,50.0,50.0
82,2.08,213.00000000000003,0.8400000000000001,18.000000000000004,1.2000000000000002,12.0,0.16000000000000003,0.7800000000000001,0.4,0.2,0.0,0.0,50.0,50.0
83,0.0,142.0,1.6800000000000002,12.0,1.2000000000000002,12.0,0.12000000000000002,0.26,0.0,0.1,8.0,18.000000000000004,50.0,50.0
84,4.16,284.0,1.2600000000000002,0.0,0.9000000000000001,12.0,0.04000000000000001,0.52,0.0,0.4,2.0,12.0,50.0,50.0
85,4.16,71.0,1.2600000000000002,18.000000000000004,0.0,24.0,0.16000000000000003,0.0,1.6,0.30000000000000004,6.000000000000001,18.000000000000004,50.0,50.0
86,4.16,71.0,1.2600000000000002,12.0,0.6000000000000001,6.0,0.16000000000000003,0.0,0.0,0.2,8.0,12.0,50.0,50.0
87,2.08,284.0,0.0,12.0,1.2000000000000002,24.0,0.04000000000000001,0.7800000000000001,0.4,0.30000000000000004,6.000000000000001,6.0,50.0,50.0
88,8.32,284.0,0.42000000000000004,6.0,0.30000000000000004,12.0,0.16000000000000003,0.7800000000000001,1.6,0.0,8.0,24.0,50.0,50.0
89,6.240000000000001,213.00000000000003,0.0,18.000000000000004,0.30000000000000004,6.0,0.0,0.7800000000000001,0.4,0.1,4.0,24.0,50.0,50.0
90,4.16,71.0,0.0,6.0,0.9000000000000001,0.0,0.16000000000000003,0.52,0.8,0.30000000000000004,0.0,6.0,50.0,50.0
91,4.16,71.0,0.42000000000000004,24.0,0.9000000000000001,0.0,0.08000000000000002,0.52,1.2000000000000002,0.4,6.000000000000001,0.0,50.0,50.0
92,8.32,71.0,1.2600000000000002,24.0,0.9000000000000001,0.0,0.08000000000000002,0.26,1.6,0.2,2.0,6.0,50.0,50.0
93,0.0,142.0,0.8400000000000001,12.0,1.2000000000000002,0.0,0.16000000000000003,0.0,1.2000000000000002,0.30000000000000004,0.0,24.0,50.0,50.0
94,2.08,213.00000000000003,0.0,12.0,0.6000000000000001,6.0,0.16000000000000003,0.26,0.0,0.2,2.0,24.0,50.0,50.0
95,2.08,213.00000000000003,0.42000000000000004,6.0,0.30000000000000004,0.0,0.12000000000000002,0.7800000000000001,1.6,0.1,4.0,6.0,50.0,50.0
96,0.0,213.00000000000003,0.42000000000000004,18.000000000000004,0.0,0.0,0.08000000000000002,0.26,0.0,0.4,8.0,24.0,50.0,50.0
97,8.32,284.0,0.8400000000000001,0.0,0.0,12.0,0.08000000000000002,0.7800000000000001,0.0,0.30000000000000004,6.000000000000001,12.0,50.0,50.0
98,2.08,284.0,0.0,6.0,0.30000000000000004,0.0,0.12000000000000002,0.52,1.6,0.2,8.0,12.0,50.0,50.0
99,6.240000000000001,213.00000000000003,0.0,18.000000000000004,0.30000000000000004,0.0,0.16000000000000003,0.26,0.4,0.30000000000000004,6.000000000000001,18.000000000000004,50.0,50.0
