Source Plate Barcode	Source Well	Destination Plate Barcode	Destination Well	Transfer Volume
Plate1	Mg-glutamate well	destPlate1	M15	20
Plate1	Mg-glutamate well	destPlate1	N15	60
Plate1	Mg-glutamate well	destPlate1	O15	100
Plate1	Mg-glutamate well	destPlate1	P15	80
Plate1	Mg-glutamate well	destPlate1	A16	80
Plate1	Mg-glutamate well	destPlate1	B16	100
Plate1	Mg-glutamate well	destPlate1	C16	80
Plate1	Mg-glutamate well	destPlate1	D16	0
Plate1	Mg-glutamate well	destPlate1	E16	0
Plate1	Mg-glutamate well	destPlate1	F16	80
Plate1	Mg-glutamate well	destPlate1	G16	0
Plate1	Mg-glutamate well	destPlate1	H16	100
Plate1	Mg-glutamate well	destPlate1	I16	20
Plate1	Mg-glutamate well	destPlate1	J16	0
Plate1	Mg-glutamate well	destPlate1	K16	20
Plate1	Mg-glutamate well	destPlate1	L16	80
Plate1	Mg-glutamate well	destPlate1	M16	20
Plate1	Mg-glutamate well	destPlate1	N16	100
Plate1	Mg-glutamate well	destPlate1	O16	60
Plate1	Mg-glutamate well	destPlate1	P16	60
Plate1	Mg-glutamate well	destPlate1	A17	60
Plate1	Mg-glutamate well	destPlate1	B17	100
Plate1	Mg-glutamate well	destPlate1	C17	20
Plate1	Mg-glutamate well	destPlate1	D17	100
Plate1	Mg-glutamate well	destPlate1	E17	20
Plate1	Mg-glutamate well	destPlate1	F17	60
Plate1	Mg-glutamate well	destPlate1	G17	0
Plate1	Mg-glutamate well	destPlate1	H17	60
Plate1	Mg-glutamate well	destPlate1	I17	80
Plate1	Mg-glutamate well	destPlate1	J17	100
Plate1	Mg-glutamate well	destPlate1	K17	20
Plate1	Mg-glutamate well	destPlate1	L17	0
Plate1	Mg-glutamate well	destPlate1	M17	80
Plate1	Mg-glutamate well	destPlate1	N17	20
Plate1	Mg-glutamate well	destPlate1	O17	60
Plate1	Mg-glutamate well	destPlate1	P17	100
Plate1	Mg-glutamate well	destPlate1	A18	80
Plate1	Mg-glutamate well	destPlate1	B18	80
Plate1	Mg-glutamate well	destPlate1	C18	100
Plate1	Mg-glutamate well	destPlate1	D18	80
Plate1	Mg-glutamate well	destPlate1	E18	0
Plate1	Mg-glutamate well	destPlate1	F18	0
Plate1	Mg-glutamate well	destPlate1	G18	80
Plate1	Mg-glutamate well	destPlate1	H18	0
Plate1	Mg-glutamate well	destPlate1	I18	100
Plate1	Mg-glutamate well	destPlate1	J18	20
Plate1	Mg-glutamate well	destPlate1	K18	0
Plate1	Mg-glutamate well	destPlate1	L18	20
Plate1	Mg-glutamate well	destPlate1	M18	80
Plate1	Mg-glutamate well	destPlate1	N18	20
Plate1	Mg-glutamate well	destPlate1	O18	100
Plate1	Mg-glutamate well	destPlate1	P18	60
Plate1	Mg-glutamate well	destPlate1	A19	60
Plate1	Mg-glutamate well	destPlate1	B19	60
Plate1	Mg-glutamate well	destPlate1	C19	100
Plate1	Mg-glutamate well	destPlate1	D19	20
Plate1	Mg-glutamate well	destPlate1	E19	100
Plate1	Mg-glutamate well	destPlate1	F19	20
Plate1	Mg-glutamate well	destPlate1	G19	60
Plate1	Mg-glutamate well	destPlate1	H19	0
Plate1	Mg-glutamate well	destPlate1	I19	60
Plate1	K-glutamate well	destPlate1	A1	54
Plate1	K-glutamate well	destPlate1	B1	0
Plate1	K-glutamate well	destPlate1	C1	216
Plate1	K-glutamate well	destPlate1	D1	54
Plate1	K-glutamate well	destPlate1	E1	162
Plate1	K-glutamate well	destPlate1	F1	270
Plate1	K-glutamate well	destPlate1	G1	0
Plate1	K-glutamate well	destPlate1	H1	54
Plate1	K-glutamate well	destPlate1	I1	0
Plate1	K-glutamate well	destPlate1	J1	0
Plate1	K-glutamate well	destPlate1	K1	54
Plate1	K-glutamate well	destPlate1	L1	54
Plate1	K-glutamate well	destPlate1	M1	216
Plate1	K-glutamate well	destPlate1	N1	216
Plate1	K-glutamate well	destPlate1	O1	270
Plate1	K-glutamate well	destPlate1	P1	0
Plate1	K-glutamate well	destPlate1	A2	216
Plate1	K-glutamate well	destPlate1	B2	54
Plate1	K-glutamate well	destPlate1	C2	216
Plate1	K-glutamate well	destPlate1	D2	0
Plate1	K-glutamate well	destPlate1	E2	270
Plate1	K-glutamate well	destPlate1	F2	0
Plate1	K-glutamate well	destPlate1	G2	270
Plate1	K-glutamate well	destPlate1	H2	162
Plate1	K-glutamate well	destPlate1	I2	162
Plate1	K-glutamate well	destPlate1	J2	54
Plate1	K-glutamate well	destPlate1	K2	270
Plate1	K-glutamate well	destPlate1	L2	162
Plate1	K-glutamate well	destPlate1	M2	0
Plate1	K-glutamate well	destPlate1	N2	270
Plate1	K-glutamate well	destPlate1	O2	0
Plate1	K-glutamate well	destPlate1	P2	162
Plate1	K-glutamate well	destPlate1	A3	270
Plate1	K-glutamate well	destPlate1	B3	54
Plate1	K-glutamate well	destPlate1	C3	0
Plate1	K-glutamate well	destPlate1	D3	216
Plate1	K-glutamate well	destPlate1	E3	54
Plate1	K-glutamate well	destPlate1	F3	162
Plate1	K-glutamate well	destPlate1	G3	270
Plate1	K-glutamate well	destPlate1	H3	0
Plate1	K-glutamate well	destPlate1	I3	54
Plate1	K-glutamate well	destPlate1	J3	0
Plate1	K-glutamate well	destPlate1	K3	0
Plate1	K-glutamate well	destPlate1	L3	54
Plate1	K-glutamate well	destPlate1	M3	54
Plate1	K-glutamate well	destPlate1	N3	216
Plate1	K-glutamate well	destPlate1	O3	216
Plate1	K-glutamate well	destPlate1	P3	270
Plate1	K-glutamate well	destPlate1	A4	0
Plate1	K-glutamate well	destPlate1	B4	216
Plate1	K-glutamate well	destPlate1	C4	54
Plate1	K-glutamate well	destPlate1	D4	216
Plate1	K-glutamate well	destPlate1	E4	0
Plate1	K-glutamate well	destPlate1	F4	270
Plate1	K-glutamate well	destPlate1	G4	0
Plate1	K-glutamate well	destPlate1	H4	270
Plate1	K-glutamate well	destPlate1	I4	162
Plate1	K-glutamate well	destPlate1	J4	162
Plate1	K-glutamate well	destPlate1	K4	54
Plate1	K-glutamate well	destPlate1	L4	270
Plate1	K-glutamate well	destPlate1	M4	162
Plate1	K-glutamate well	destPlate1	N4	0
Plate1	K-glutamate well	destPlate1	O4	270
Plate1	K-glutamate well	destPlate1	P4	0
Plate1	K-glutamate well	destPlate1	A5	162
Plate1	K-glutamate well	destPlate1	B5	270
Plate1	K-glutamate well	destPlate1	C5	54
Plate1	K-glutamate well	destPlate1	D5	0
Plate1	K-glutamate well	destPlate1	E5	216
Plate1	K-glutamate well	destPlate1	F5	54
Plate1	K-glutamate well	destPlate1	G5	162
Plate1	K-glutamate well	destPlate1	H5	270
Plate1	K-glutamate well	destPlate1	I5	0
Plate1	K-glutamate well	destPlate1	J5	54
Plate1	K-glutamate well	destPlate1	K5	0
Plate1	K-glutamate well	destPlate1	L5	0
Plate1	K-glutamate well	destPlate1	M5	54
Plate1	K-glutamate well	destPlate1	N5	54
Plate1	K-glutamate well	destPlate1	O5	216
Plate1	K-glutamate well	destPlate1	P5	216
Plate1	K-glutamate well	destPlate1	A6	270
Plate1	K-glutamate well	destPlate1	B6	0
Plate1	K-glutamate well	destPlate1	C6	216
Plate1	K-glutamate well	destPlate1	D6	54
Plate1	K-glutamate well	destPlate1	E6	216
Plate1	K-glutamate well	destPlate1	F6	0
Plate1	K-glutamate well	destPlate1	G6	270
Plate1	K-glutamate well	destPlate1	H6	0
Plate1	K-glutamate well	destPlate1	I6	270
Plate1	K-glutamate well	destPlate1	J6	162
Plate1	K-glutamate well	destPlate1	K6	162
Plate1	K-glutamate well	destPlate1	L6	54
Plate1	K-glutamate well	destPlate1	M6	270
Plate1	K-glutamate well	destPlate1	N6	162
Plate1	K-glutamate well	destPlate1	O6	0
Plate1	K-glutamate well	destPlate1	P6	270
Plate1	K-glutamate well	destPlate1	A7	0
Plate1	K-glutamate well	destPlate1	B7	162
Plate1	K-glutamate well	destPlate1	C7	270
Plate1	K-glutamate well	destPlate1	D7	54
Plate1	K-glutamate well	destPlate1	E7	0
Plate1	K-glutamate well	destPlate1	F7	216
Plate1	K-glutamate well	destPlate1	G7	54
Plate1	K-glutamate well	destPlate1	H7	162
Plate1	K-glutamate well	destPlate1	I7	270
Plate1	K-glutamate well	destPlate1	J7	0
Plate1	K-glutamate well	destPlate1	K7	54
Plate1	K-glutamate well	destPlate1	L7	0
Plate1	K-glutamate well	destPlate1	M7	0
Plate1	K-glutamate well	destPlate1	N7	54
Plate1	K-glutamate well	destPlate1	O7	54
Plate1	K-glutamate well	destPlate1	P7	216
Plate1	K-glutamate well	destPlate1	A8	216
Plate1	K-glutamate well	destPlate1	B8	270
Plate1	K-glutamate well	destPlate1	C8	0
Plate1	K-glutamate well	destPlate1	D8	216
Plate1	K-glutamate well	destPlate1	E8	54
Plate1	K-glutamate well	destPlate1	F8	216
Plate1	K-glutamate well	destPlate1	G8	0
Plate1	K-glutamate well	destPlate1	H8	270
Plate1	K-glutamate well	destPlate1	I8	0
Plate1	K-glutamate well	destPlate1	J8	270
Plate1	K-glutamate well	destPlate1	K8	162
Plate1	K-glutamate well	destPlate1	L8	162
Plate1	K-glutamate well	destPlate1	M8	54
Plate1	K-glutamate well	destPlate1	N8	270
Plate1	K-glutamate well	destPlate1	O8	162
Plate1	K-glutamate well	destPlate1	P8	0
Plate1	K-glutamate well	destPlate1	A9	270
Plate1	K-glutamate well	destPlate1	B9	0
Plate1	K-glutamate well	destPlate1	C9	162
Plate1	K-glutamate well	destPlate1	D9	270
Plate1	K-glutamate well	destPlate1	E9	54
Plate1	K-glutamate well	destPlate1	F9	0
Plate1	K-glutamate well	destPlate1	G9	216
Plate1	K-glutamate well	destPlate1	H9	54
Plate1	K-glutamate well	destPlate1	I9	162
Plate1	K-glutamate well	destPlate1	J9	270
Plate1	K-glutamate well	destPlate1	K9	0
Plate1	K-glutamate well	destPlate1	L9	54
Plate1	K-glutamate well	destPlate1	M9	0
Plate1	K-glutamate well	destPlate1	N9	0
Plate1	K-glutamate well	destPlate1	O9	54
Plate1	K-glutamate well	destPlate1	P9	54
Plate1	K-glutamate well	destPlate1	A10	216
Plate1	K-glutamate well	destPlate1	B10	216
Plate1	K-glutamate well	destPlate1	C10	270
Plate1	K-glutamate well	destPlate1	D10	0
Plate1	K-glutamate well	destPlate1	E10	216
Plate1	K-glutamate well	destPlate1	F10	54
Plate1	K-glutamate well	destPlate1	G10	216
Plate1	K-glutamate well	destPlate1	H10	0
Plate1	K-glutamate well	destPlate1	I10	270
Plate1	K-glutamate well	destPlate1	J10	0
Plate1	K-glutamate well	destPlate1	K10	270
Plate1	K-glutamate well	destPlate1	L10	162
Plate1	K-glutamate well	destPlate1	M10	162
Plate1	K-glutamate well	destPlate1	N10	54
Plate1	K-glutamate well	destPlate1	O10	270
Plate1	K-glutamate well	destPlate1	P10	162
Plate1	K-glutamate well	destPlate1	A11	0
Plate1	K-glutamate well	destPlate1	B11	270
Plate1	K-glutamate well	destPlate1	C11	0
Plate1	K-glutamate well	destPlate1	D11	162
Plate1	K-glutamate well	destPlate1	E11	270
Plate1	K-glutamate well	destPlate1	F11	54
Plate1	K-glutamate well	destPlate1	G11	0
Plate1	K-glutamate well	destPlate1	H11	216
Plate1	K-glutamate well	destPlate1	I11	54
Plate1	K-glutamate well	destPlate1	J11	162
Plate1	K-glutamate well	destPlate1	K11	270
Plate1	K-glutamate well	destPlate1	L11	0
Plate1	K-glutamate well	destPlate1	M11	54
Plate1	K-glutamate well	destPlate1	N11	0
Plate1	K-glutamate well	destPlate1	O11	0
Plate1	K-glutamate well	destPlate1	P11	54
Plate1	K-glutamate well	destPlate1	A12	54
Plate1	K-glutamate well	destPlate1	B12	216
Plate1	K-glutamate well	destPlate1	C12	216
Plate1	K-glutamate well	destPlate1	D12	270
Plate1	K-glutamate well	destPlate1	E12	0
Plate1	K-glutamate well	destPlate1	F12	216
Plate1	K-glutamate well	destPlate1	G12	54
Plate1	K-glutamate well	destPlate1	H12	216
Plate1	K-glutamate well	destPlate1	I12	0
Plate1	K-glutamate well	destPlate1	J12	270
Plate1	K-glutamate well	destPlate1	K12	0
Plate1	K-glutamate well	destPlate1	L12	270
Plate1	K-glutamate well	destPlate1	M12	162
Plate1	K-glutamate well	destPlate1	N12	162
Plate1	K-glutamate well	destPlate1	O12	54
Plate1	K-glutamate well	destPlate1	P12	270
Plate1	K-glutamate well	destPlate1	A13	162
Plate1	K-glutamate well	destPlate1	B13	0
Plate1	K-glutamate well	destPlate1	C13	270
Plate1	K-glutamate well	destPlate1	D13	0
Plate1	K-glutamate well	destPlate1	E13	162
Plate1	K-glutamate well	destPlate1	F13	270
Plate1	K-glutamate well	destPlate1	G13	54
Plate1	K-glutamate well	destPlate1	H13	0
Plate1	K-glutamate well	destPlate1	I13	216
Plate1	K-glutamate well	destPlate1	J13	54
Plate1	K-glutamate well	destPlate1	K13	162
Plate1	K-glutamate well	destPlate1	L13	270
Plate1	K-glutamate well	destPlate1	M13	0
Plate1	K-glutamate well	destPlate1	N13	54
Plate1	K-glutamate well	destPlate1	O13	0
Plate1	K-glutamate well	destPlate1	P13	0
Plate1	K-glutamate well	destPlate1	A14	54
Plate1	K-glutamate well	destPlate1	B14	54
Plate1	K-glutamate well	destPlate1	C14	216
Plate1	K-glutamate well	destPlate1	D14	216
Plate1	K-glutamate well	destPlate1	E14	270
Plate1	K-glutamate well	destPlate1	F14	0
Plate1	K-glutamate well	destPlate1	G14	216
Plate1	K-glutamate well	destPlate1	H14	54
Plate1	K-glutamate well	destPlate1	I14	216
Plate1	K-glutamate well	destPlate1	J14	0
Plate1	K-glutamate well	destPlate1	K14	270
Plate1	K-glutamate well	destPlate1	L14	0
Plate1	K-glutamate well	destPlate1	M14	270
Plate1	K-glutamate well	destPlate1	N14	162
Plate1	K-glutamate well	destPlate1	O14	162
Plate1	K-glutamate well	destPlate1	P14	54
Plate1	K-glutamate well	destPlate1	A15	270
Plate1	K-glutamate well	destPlate1	B15	162
Plate1	K-glutamate well	destPlate1	C15	0
Plate1	K-glutamate well	destPlate1	D15	270
Plate1	K-glutamate well	destPlate1	E15	0
Plate1	K-glutamate well	destPlate1	F15	162
Plate1	K-glutamate well	destPlate1	G15	270
Plate1	K-glutamate well	destPlate1	H15	54
Plate1	K-glutamate well	destPlate1	I15	0
Plate1	K-glutamate well	destPlate1	J15	216
Plate1	K-glutamate well	destPlate1	K15	54
Plate1	K-glutamate well	destPlate1	L15	162
Plate1	K-glutamate well	destPlate1	M15	270
Plate1	K-glutamate well	destPlate1	N15	0
Plate1	K-glutamate well	destPlate1	O15	54
Plate1	K-glutamate well	destPlate1	P15	0
Plate1	K-glutamate well	destPlate1	A16	0
Plate1	K-glutamate well	destPlate1	B16	54
Plate1	K-glutamate well	destPlate1	C16	54
Plate1	K-glutamate well	destPlate1	D16	216
Plate1	K-glutamate well	destPlate1	E16	216
Plate1	K-glutamate well	destPlate1	F16	270
Plate1	K-glutamate well	destPlate1	G16	0
Plate1	K-glutamate well	destPlate1	H16	216
Plate1	K-glutamate well	destPlate1	I16	54
Plate1	K-glutamate well	destPlate1	J16	216
Plate1	K-glutamate well	destPlate1	K16	0
Plate1	K-glutamate well	destPlate1	L16	270
Plate1	K-glutamate well	destPlate1	M16	0
Plate1	K-glutamate well	destPlate1	N16	270
Plate1	K-glutamate well	destPlate1	O16	162
Plate1	K-glutamate well	destPlate1	P16	162
Plate1	K-glutamate well	destPlate1	A17	54
Plate1	K-glutamate well	destPlate1	B17	270
